the,986
-,570
stephen,473
a,447
jane,399
of,380
to,367
and,366
his,245
in,233
is,198
he,194
at,189
you,157
on,148
as,146
i,140
she,125
with,115
it,114
jonathan,110
then,109
day,107
int.,102
theory,101
everything,101
brian,99
her,99
for,96
that,85
(cont'd),85
sciama,75
(continued),74
they,74
continued:,74
what,73
are,73
up,72
we,67
this,65
looks,62
by,60
him,60
into,58
it's,57
back,56
stephen's,54
has,54
from,52
have,50
but,49
not,48
out,46
so,45
all,45
elaine,43
ext.,43
no,42
be,39
do,39
me,38
cambridge,36
eyes,36
him.,36
road,36
night,35
can,35
look,34
an,34
my,34
just,34
two,33
hawking,33
was,33
frank,33
time,33
don't,32
smiles,30
if,30
on:,30
how,30
stephen.,29
now,29
through,29
front,29
down,28
one,28
black,27
will,27
there,27
know,26
i'm,26
see,26
room,25
well,25
stares,25
your,25
where,25
over,25
angle,24
would,23
doctor,23
finally,23
about,23
beryl,23
flat/cambridge,23
before,23
first,23
other,23
to:,22
cut,22
(to,22
go,22
very,22
it.,22
only,22
walks,21
each,21
when,21
come,21
turns,20
who,20
them,20
her.,20
like,20
looking,19
off,19
church,19
takes,19
living,19
their,18
goes,18
starts,17
going,17
--,17
get,17
can't,17
more,17
little,17
hear,16
sees,16
you.,16
young,16
watches,16
jane.,16
toward,15
which,15
oh,15
slowly,15
robert,15
hand,14
picks,14
glasses,14
great,14
or,14
that's,14
them.,14
chair,14
comes,14
some,14
room/west,14
click,13
west,13
done,13
universe,13
me.,13
ball,13
diana,13
he's,13
still,13
new,13
penrose,13
than,13
you're,13
reverse,13
been,13
something,13
until,13
(2),13
party,13
tea,12
isobel,12
time.,12
university,12
moment,12
does,12
being,12
man,12
around,12
next,12
while,12
life,12
pov,12
small,12
steps,12
face,12
gets,12
i've,12
roger,12
sits,12
hall,11
after,11
(more),11
think,11
watch,11
right,11
long,11
way,11
play,11
why,11
head,11
old,11
even,11
lane,11
must,11
light,11
could,11
motors,11
doors,11
both,11
say,11
big,11
stops,11
good,10
jane's,10
door,10
did,10
up.,10
enters,10
open,10
work,10
hands,10
guest,10
need,10
rises,10
on.,10
st,10
here,10
ever,10
want,10
standing,10
okay,10
hole,10
together,10
(beat),10
reaction,10
close,10
its,10
smiles.,10
bed,10
wheelchair,10
mary's,10
children,10
flat,10
really,10
thank,9
onto,9
too,9
away,9
silence.,9
stephen),9
may,9
make,9
believe,9
music,9
thorne,9
end,9
family,9
tries,9
screen,9
never,9
tears,9
nods,9
lecture,9
single,9
go.,9
got,9
last,9
technician,9
group,9
beginning,9
find,9
professor,9
moment.,9
rees,9
letter,9
piano,9
set,9
kip,9
said,9
turn,8
tell,8
this.,8
wheelchair.,8
senior,8
baby,8
opens,8
holds,8
knocks,8
love,8
hand.,8
yes.,8
students,8
no.,8
give,8
alone,8
doesn't,8
fork,8
continues,8
own,8
these,8
now.,8
talking,8
yes,8
beer,8
smile,8
people,8
runs,8
tight,8
space,8
in.,8
college,8
smaller,8
always,8
jane:,8
lucy,8
room.,8
sit,8
champagne,8
what's,8
away.,8
should,8
5,7
off.,7
kitchen,7
full,7
stars,7
past,7
stage,7
clicks,7
ellis,7
men,7
idea.,7
holes,7
many,7
sciama's,7
returns,7
against,7
isn't,7
too.,7
dining,7
another,7
keep,7
stairs,7
watching,7
trinity,7
kisses,7
jonathan.,7
us,7
lies,7
puts,7
sound,7
magazine,7
almost,7
we're,7
walk,7
had,7
train,7
take,7
home,7
eyes.,7
master,7
please,7
again,7
door.,7
is.,7
book,7
suddenly,7
words,7
beside,7
large,7
side,7
behind,7
between,7
ready,7
reads,7
left,6
others,6
barman,6
other.,6
were,6
floor,6
let,6
stare,6
enter,6
(in,6
computer,6
board.,6
later,6
exits.,6
star,6
hole.,6
tracheotomy,6
across,6
writing,6
voice,6
walking,6
sorry.,6
stop,6
leave,6
white,6
damtp,6
bring,6
sure,6
laughter.,6
smiling,6
choir,6
begins,6
audience,6
you've,6
sets,6
god,6
pen,6
phd,6
carter,6
ha!,6
travel,6
again.,6
(pause),6
hospital,6
trying,6
talk,6
passes,6
evening,6
moves,6
years,6
nothing,6
swiss,6
english,6
gently,6
course.,6
run,6
longer,6
i'll,6
physics,6
river,6
sip,6
dinner,6
there's,6
john,6
makes,6
once,6
desk,6
sighs,6
(smiles),6
taylor,6
car,6
3,5
empty,5
hard,5
lab,5
quite,5
lap,5
(o.s.),5
cup,5
home.,5
reply.,5
house,5
three,5
tent,5
under,5
human,5
do.,5
wagner,5
know.,5
glances,5
pours,5
forward,5
feet,5
hiding,5
stay,5
whole,5
fingers,5
word,5
moving,5
khalatnikov,5
shall,5
okay.,5
dance,5
himself,5
green,5
board,5
few,5
along,5
a),5
b),5
c),5
turning,5
d),5
four,5
gave,5
student,5
everything.,5
pull,5
bayreuth,5
wilde,5
help,5
without,5
yellow,5
blue,5
pad,5
everyone,5
gives,5
playing,5
happy,5
grows,5
history,5
hold,5
waiting,5
hears,5
equation,5
writes,5
hello.,5
holding,5
paper,5
spacetime,5
it!,5
photo,5
blackboard,5
speak,5
any,5
using,5
palace,5
jane),5
distance,5
sunday,5
phone,5
move,5
applause,5
(3),5
(late,5
deep,5
hallway,5
world,5
so.,5
table,5
stands,5
there.,5
draws,5
drawn,5
morning,5
motor,5
surprised,5
idea,5
hits,5
legs,4
&,4
1,4
same,4
theory.,4
spiral,4
tim,4
applied,4
cheek,4
room/cambridge,4
woman,4
matter,4
famous,4
tea.,4
(as,4
thing,4
won't,4
glass,4
page,4
start,4
fallen,4
montage:,4
physicists,4
water,4
finds,4
smile.,4
mind,4
mini,4
returning,4
poetry,4
uni,4
exhausted,4
letters,4
stand,4
wonderful,4
male,4
appear,4
forces,4
winces,4
neck,4
called,4
boundary,4
ring,4
slow,4
feels,4
down.,4
drops,4
race,4
window,4
quickly,4
please.,4
wrong,4
pleased,4
electric,4
approaches,4
e),4
nothing.,4
girls,4
perhaps,4
form,4
nose.,4
eventually,4
camera,4
oh.,4
blurry,4
second,4
faster,4
follows,4
brief,4
see.,4
croquet,4
phillipa,4
reading,4
lift,4
reveal,4
follow,4
bed./west,4
much,4
wine,4
face.,4
peas,4
circle,4
late,4
things,4
good.,4
yet,4
later.,4
pub,4
super-8,4
way.,4
lawn,4
excitedly,4
garden,4
rutherford,4
point,4
clear,4
mean,4
friends,4
heart,4
best,4
quantum,4
falling,4
extraordinary,4
theatre,4
actually,4
alone.,4
staring,4
wants,4
every,4
(v.o.),4
struggles,4
fans,4
wine.,4
children.,4
(laughter),4
sadly.,4
sarah,4
copies,4
real,4
silently,4
thought,4
mother,4
out.,4
footage,4
jane!,4
stephen!,4
mouth,4
card,4
bottles,4
born,4
over.,4
most,4
guests,4
timothy,4
bag,4
deal,4
pulls,4
foot-bridge,4
office,4
falls,4
back.,4
scene,4
doing,4
types,4
god.,4
aware,4
studies,4
enters.,4
/,3
8,3
roll,3
eating,3
wheels,3
tie,3
making,3
off),3
"play",3
better,3
taking,3
order,3
top,3
rowers,3
law,3
try,3
times,3
muscle,3
says,3
opening,3
that.,3
neuron,3
caius,3
speech,3
legs!,3
addenbrookes,3
manage,3
(he,3
keeps,3
drinking,3
someone,3
record,3
pass,3
dorm,3
whose,3
medieval,3
touches,3
fine.,3
london,3
seated,3
possibly,3
brown,3
colours,3
papers,3
petals,3
letter.,3
text,3
punts,3
us.,3
nurse,3
about.,3
aisle,3
background,3
nervous.,3
timetables,3
breast,3
singing,3
party.,3
speed,3
step,3
bedder,3
fireworks,3
punch,3
rushes,3
seems,3
book.,3
science,3
happening,3
ago.,3
cottage,3
female,3
private,3
significance,3
slightly,3
told,3
penthouse,3
forth,3
drives,3
done.,3
naked,3
running,3
prelude,3
shoots,3
remain,3
eye,3
such,3
jazz,3
let's,3
girl,3
something.,3
news,3
live.,3
unifying,3
greet,3
nearby,3
fan,3
napkin.,3
going.,3
dice,3
used,3
you'd,3
jonathan's,3
game,3
david,3
attention,3
_____________________________________________________________,3
departing,3
e.,3
f),3
frame,3
chair.,3
speechless,3
wide:,3
edge,3
sitting,3
haven't,3
seat,3
family.,3
discovered,3
seen,3
seem,3
disease.,3
laughing.,3
uv,3
doors.,3
exits,3
teach,3
seminar,3
lab/cambridge,3
i'd,3
dark,3
(the,3
brain,3
pyjama,3
mathematical,3
washing,3
german,3
speak.,3
arrives,3
flight,3
ahead,3
speaks,3
faces,3
pea),3
we'll,3
coffee,3
entire,3
write,3
understand,3
spears,3
we've,3
guy,3
denser,3
thesis.,3
(montage),3
lap.,3
velvet,3
thinks,3
ward,3
feelings,3
(silence),3
continue,3
ends,3
elaine.,3
grins.,3
disappear.,3
light.,3
lounge,3
absolutely,3
general,3
sounds,3
delighted,3
answers.,3
meet,3
answer,3
blank,3
question.,3
explain,3
hoop,3
"the,3
cream,3
table.,3
approaches.,3
brian!,3
friend.,3
singularity.,3
glow,3
laughter,3
blinking,3
coming,3
cover,3
particles,3
reaction:,3
buckingham,3
inside,3
father,3
during,3
dressed,3
finger,3
cannot,3
once.,3
laughs,3
hurries,3
hawkings,3
hawking.,3
fast,3
couple,3
moved,3
ex-terminate..!,3
smashing,3
number,3
universe.,3
happily,3
dance-floor,3
future,3
impressed,3
hall/rutherford,3
already,3
couples,3
predict,3
swirl,3
collapse,3
oxford,3
calculations,3
grabs,3
taken,3
came,3
arm,3
kids,3
notices,3
call,3
winding,3
leaving,3
mood,3
shot,3
arrive,3
it'll,3
care,3
other's,3
totally,3
kind,3
said.,3
enough,3
boy),3
bad,3
reflected,3
plastic,3
be.,3
welsh,3
helps,3
however,3
brilliant,3
help.,3
sick,3
cradles,3
chasing,3
works,3
thinking,3
sign,3
shuts,3
boy,3
singularity,3
plays,3
nature,3
wheel,3
earth,3
friend,3
arts.,3
thankyou.,3
silent,3
luggage,3
normal,3
streets,3
sight,3
following,3
screen.,3
growing,3
hair,3
cap,3
surgeon,2
unimpressed,2
pick,2
around.,2
backwards,2
2,2
4,2
6,2
9,2
newspaper,2
baby's,2
professor.,2
quiet,2
time!,2
b,2
mathematician,2
o,2
straight,2
motorized,2
mini.,2
don't.,2
urgent.,2
business.,2
can't.,2
gone,2
year-old,2
walked,2
wilde.,2
ventilator,2
equation.,2
love.,2
punch.,2
irrelevant,2
pile,2
loved,2
hate,2
spots,2
partycambridge,2
equerries.,2
question,2
loves,2
to--,2
minor,2
upon,2
say.,2
sneaks,2
(from,2
chatter,2
(damtp),2
beautiful,2
mountain,2
rises.,2
carer,2
fiftieth,2
fly.,2
service.,2
probably,2
mallet,2
replaced,2
(his,2
unable,2
tension,2
chess,2
reflection,2
ultimate,2
jacket,2
fun.,2
starry,2
nurse.,2
titles,2
cradled,2
short,2
immediately.,2
better.,2
shocked.,2
lot,2
propped,2
survive,2
fellow,2
barely,2
shows,2
shown,2
speeds,2
particular,2
dons,2
mathematics,2
wonderful.,2
minute.,2
colleague,2
further,2
1st.,2
path,2
shock,2
average,2
"a,2
die,2
"i,2
boundaries,2
e-tran,2
pay-,2
theatre/addenbrookes,2
final,2
rather,2
bach,2
expectation,2
stirs,2
grand,2
beach,2
convert,2
laughs.,2
holes.,2
lying,2
adversity,2
coming.,2
field,2
baseball,2
stephen:,2
crouches,2
overhears,2
bridge.,2
list.,2
mail,2
main,2
terribly,2
sadness,2
circulating,2
grain,2
cries,2
ideas,2
becomes,2
breath,2
physical,2
beginning.,2
sticks.,2
crash,2
above,2
10,2
12,2
equerry,2
dirty.,2
hasn't,2
physicists.,2
slams,2
remember,2
bar.,2
studying,2
invited,2
allow,2
number.,2
mass,2
waits.,2
drive!,2
72,2
support.,2
incredibly,2
campsite,2
relativity...,2
mark,2
lost,2
90,2
sky.,2
send!,2
hallway/stephen's,2
knowing,2
among,2
congregation,2
playful,2
g&c,2
world.,2
physics.,2
floods,2
accident.,2
empire,2
silence,2
leaps,2
contains,2
needs.,2
least,2
immediately,2
sleep,2
wouldn't,2
pushing,2
ridiculous,2
emerge,2
chases,2
gather,2
lawn.,2
delighted.,2
ride,2
packed,2
selecting,2
newspaper.,2
special,2
lawns,2
creator.,2
crosses,2
tenderly,2
pouring,2
mathematics.,2
elegant,2
shake,2
return.,2
pages,2
flick,2
click...,2
decides,2
pounding,2
forms,2
furniture.,2
angrily,2
builds,2
flat/,2
hers.,2
waves,2
maybe,2
questions.,2
supported,2
student.,2
remains,2
huge,2
whatever,2
house.,2
graduates,2
blink,2
thoughts,2
exchange.,2
rise,2
far,2
memorised,2
college.,2
probability,2
grin,2
chicken.,2
stuff,2
marked,2
opened,2
men's,2
outside,2
nonsense.,2
uses,2
am,2
foot,2
gowned,2
observe,2
rare,2
en,2
er,2
piece,2
carry,2
(10),2
spanish,2
hall/cambridge,2
practice,2
geneva,2
violently,2
doorway,2
sadly,2
cleaners,2
fowl,2
cheek.,2
places,2
repertoire.,2
interested.,2
philippa,2
shuffles,2
heat,2
1980's),2
fight,2
pretty,2
whilst,2
sits.,2
extremely,2
shifts,2
on!,2
close.,2
ancient,2
(whispers),2
bridge,2
seek,2
closer,2
loaded,2
uh,2
suppose,2
thin,2
punt,2
changes,2
swirling,2
bookshop,2
settles,2
radiation.,2
problem,2
years.,2
fabric,2
surrounded,2
nervously,2
our,2
daisy.,2
course,2
copy,2
theoretical,2
not.,2
not!,2
(shrugs),2
group.,2
recovery,2
you!,2
nose,2
bathrobe,2
aims,2
magical,2
challenge,2
snap,2
so...,2
compartment,2
reverie,2
rehearsal,2
married.,2
sure.,2
set.,2
recognizes,2
day.,2
chapter,2
potato),2
lab.,2
governs,2
standard,2
blackboard.,2
pan,2
conversation,2
enormous,2
strange,2
1920's,2
applause.,2
american,2
approach,2
england.,2
alright,2
loving,2
mum.,2
appearing,2
wait,2
queen,2
handkerchief,2
pyjamas,2
whether,2
none.,2
arms,2
working,2
countryside,2
choir.,2
burning,2
wall,2
"brief,2
drift,2
phonebox,2
diana.,2
giving,2
ears.,2
window.,2
found,2
funny,2
realise,2
exploding,2
think.,2
faces.,2
disappears,2
chalk,2
roomlittle,2
anything,2
disease,2
poetry.,2
put,2
laws,2
having,2
worship,2
rees's,2
hi.,2
she's,2
clicking,2
luggage.,2
...his,2
choice,2
tits,2
listen,2
bear,2
deeply.,2
bed.,2
alphabet,2
jump,2
subject.,2
(raises,2
stephen...,2
seat.,2
hot,2
wedding,2
beer.,2
putting,2
questions,2
offence.,2
lift.,2
vision,2
accompany,2
auditorium,2
spectacular,2
disproves,2
reaches,2
hope,2
tables,2
men.,2
answer.,2
streaming,2
gathered,2
menu,2
feet.,2
magazine.,2
difficult,2
writes.,2
(1963),2
since,2
hour,2
met.,2
pulling,2
roof-rack.,2
(pointing,2
music.,2
reaction.,2
church.,2
fact,2
leave.,2
afraid,2
iberian,2
loudly.,2
life.,2
want.,2
revealing,2
gone.,2
slept,2
loudly,2
wonder,2
sciama.,2
sciama),2
underneath,2
fall,2
causes,2
finishes,2
explains,2
welcome.,2
perfect,2
hope.,2
you'll,2
failure.,2
powder,2
public,2
(aside,2
listening,2
rush,2
round,2
groan.,2
shaving,2
swing,2
actually.,2
calling,2
red,2
add,2
einstein,2
magically,2
choose,2
sorry,2
message,2
pushed,2
muscles,2
ponders,2
aid,2
shoulder.,2
(cutting,2
if--if,2
catches,2
lotion,2
body,2
read,2
touch,2
hands.,2
louder,2
point.,2
acts,2
man's,2
thermodynamics.,2
food.,2
hymn,2
(shakes,2
at.,2
lucy.,2
ask,2
worry,2
travelling,2
parked,2
lifted,2
camp,2
difficulty,2
signals,2
grins,2
show,2
disappear,2
coughs,2
sensing,2
car!,2
resting,2
(passing,2
squealing,2
means.,2
waits,2
steps.,2
stick.,2
gonville,2
display,2
hotter,2
simple,2
kip!,2
understands,2
saw,2
also,2
spread,2
plane,2
offer,2
mouth.,2
room/trinity,2
ornate,2
angry,2
astonishing,2
drive,2
strong,2
glowing,2
pillars,2
bet,2
(4),2
equerries,2
croquet.,2
luck.,2
aren't,2
then...,2
frustrated,2
bit,2
model,2
sky,2
sentence,2
orbiting,2
begin,2
plate,2
accent),2
black.,2
break,2
change,2
tent.,2
several,2
pauses,2
high,2
split,2
(silently,2
throws,2
establish,2
sipping,2
(grins),2
parents,2
box,2
control,2
work.,2
lighted,2
accept,2
stopping,2
sun,2
...the,2
key,2
slipping,2
surprises,2
watches.,2
...is,2
worry.,2
cosmologist.,2
written,2
by.,2
night.,2
one.,2
stop!,2
slumped,2
stop.,2
weaker,2
(smiles,2
worried.,2
reach,2
selects,2
seconds,2
english),2
effortlessly,2
rock,2
seeing,2
observation,2
expect,2
site,2
emotion,2
armchair,2
screen:,2
ball.,2
patients,2
excitement,2
wipes,2
person,2
herself,2
cab,2
motion,2
doctor.,2
bites,2
,1
prepare,1
nicely,1
half,1
withdraws,1
spoke,1
blake.,1
shooting,1
mine.,1
smacks,1
spacetime...,1
equations,1
re-enters,1
bedder),1
around:,1
ten,1
energy,1
doctors!,1
meanwhile,1
),1
circular,1
punch-bowl.,1
that...,1
poems,1
size,1
applies,1
doctors.,1
7,1
is...robert,1
extracts,1
panic.,1
object,1
hang,1
role,1
infinite,1
relieved.,1
"who,1
result,1
worsened),1
characters,1
group--yellow,1
spanning,1
feeding,1
evaporate,1
time",1
c,1
-who,1
time),1
k,1
blood,1
woebegone,1
m,1
halt,1
t,1
panics,1
sunset,1
obvious,1
everyone's,1
inserts,1
november,1
match-,1
lapping,1
"work",1
slurring,1
is--lost--entirely.,1
she's--yes--,1
laugh,1
kitchen/west,1
grandchildren,1
why...,1
sand,1
aside,1
gorgeous,1
bursting,1
champagne),1
they're--different,1
drive--safely,1
okay--,1
universe--the,1
tutorial,1
uncorks,1
suitably,1
